index,start,end,label,file name,missing queen,queen,active day,swarming,duration
36,31.59,53.84,bee,CF003 - Active - Day - (215),False,False,True,False,22.250000000000004
37,53.85,54.27,nobee,CF003 - Active - Day - (215),False,False,True,False,0.4200000000000017
38,54.28,59.5,bee,CF003 - Active - Day - (215),False,False,True,False,5.219999999999999
39,59.51,59.91,nobee,CF003 - Active - Day - (215),False,False,True,False,0.3999999999999986
40,59.92,85.44,bee,CF003 - Active - Day - (215),False,False,True,False,25.519999999999996
41,85.45,85.73,nobee,CF003 - Active - Day - (215),False,False,True,False,0.28000000000000114
42,85.74,86.74,bee,CF003 - Active - Day - (215),False,False,True,False,1.0
43,86.75,108.11,nobee,CF003 - Active - Day - (215),False,False,True,False,21.36
44,108.12,113.93,bee,CF003 - Active - Day - (215),False,False,True,False,5.810000000000002
45,113.94,114.24,nobee,CF003 - Active - Day - (215),False,False,True,False,0.29999999999999716
46,114.25,114.53,bee,CF003 - Active - Day - (215),False,False,True,False,0.28000000000000114
47,114.54,128.48,nobee,CF003 - Active - Day - (215),False,False,True,False,13.939999999999984
48,128.49,140.8,bee,CF003 - Active - Day - (215),False,False,True,False,12.310000000000002
49,140.81,141.39,nobee,CF003 - Active - Day - (215),False,False,True,False,0.5799999999999841
50,141.4,150.64,bee,CF003 - Active - Day - (215),False,False,True,False,9.23999999999998
51,150.65,151.02,nobee,CF003 - Active - Day - (215),False,False,True,False,0.37000000000000455
52,151.03,173.77,bee,CF003 - Active - Day - (215),False,False,True,False,22.74000000000001
53,173.78,174.06,nobee,CF003 - Active - Day - (215),False,False,True,False,0.28000000000000114
54,174.07,177.95,bee,CF003 - Active - Day - (215),False,False,True,False,3.8799999999999955
55,177.96,182.51,nobee,CF003 - Active - Day - (215),False,False,True,False,4.549999999999983
56,182.52,211.64,bee,CF003 - Active - Day - (215),False,False,True,False,29.119999999999976
57,211.65,224.49,nobee,CF003 - Active - Day - (215),False,False,True,False,12.840000000000003
58,224.5,294.58,bee,CF003 - Active - Day - (215),False,False,True,False,70.07999999999998
59,294.59,300.03,nobee,CF003 - Active - Day - (215),False,False,True,False,5.439999999999998
62,0.0,7.23,bee,CF003 - Active - Day - (216),False,False,True,False,7.23
63,7.24,7.52,nobee,CF003 - Active - Day - (216),False,False,True,False,0.27999999999999936
64,7.53,242.59,bee,CF003 - Active - Day - (216),False,False,True,False,235.06
65,242.6,242.95,nobee,CF003 - Active - Day - (216),False,False,True,False,0.3499999999999943
66,242.96,300.0,bee,CF003 - Active - Day - (216),False,False,True,False,57.03999999999999
69,0.0,12.42,bee,CF003 - Active - Day - (217),False,False,True,False,12.42
70,12.43,12.88,nobee,CF003 - Active - Day - (217),False,False,True,False,0.45000000000000107
71,12.89,18.56,bee,CF003 - Active - Day - (217),False,False,True,False,5.669999999999998
72,18.57,19.1,nobee,CF003 - Active - Day - (217),False,False,True,False,0.5300000000000011
73,19.11,23.23,bee,CF003 - Active - Day - (217),False,False,True,False,4.120000000000001
74,23.24,29.34,nobee,CF003 - Active - Day - (217),False,False,True,False,6.100000000000001
75,29.35,37.46,bee,CF003 - Active - Day - (217),False,False,True,False,8.11
76,37.47,38.07,nobee,CF003 - Active - Day - (217),False,False,True,False,0.6000000000000014
77,38.08,84.59,bee,CF003 - Active - Day - (217),False,False,True,False,46.510000000000005
78,84.6,85.13,nobee,CF003 - Active - Day - (217),False,False,True,False,0.5300000000000011
79,85.14,103.57,bee,CF003 - Active - Day - (217),False,False,True,False,18.429999999999993
80,103.58,103.98,nobee,CF003 - Active - Day - (217),False,False,True,False,0.4000000000000057
81,103.99,104.62,bee,CF003 - Active - Day - (217),False,False,True,False,0.6300000000000097
82,104.63,104.88,nobee,CF003 - Active - Day - (217),False,False,True,False,0.25
83,104.89,111.57,bee,CF003 - Active - Day - (217),False,False,True,False,6.679999999999993
84,111.58,112.07,nobee,CF003 - Active - Day - (217),False,False,True,False,0.4899999999999949
85,112.08,112.79,bee,CF003 - Active - Day - (217),False,False,True,False,0.710000000000008
86,112.8,113.21,nobee,CF003 - Active - Day - (217),False,False,True,False,0.4099999999999966
87,113.22,135.55,bee,CF003 - Active - Day - (217),False,False,True,False,22.330000000000013
88,135.56,140.19,nobee,CF003 - Active - Day - (217),False,False,True,False,4.6299999999999955
89,140.2,203.03,bee,CF003 - Active - Day - (217),False,False,True,False,62.83000000000001
90,203.04,203.34,nobee,CF003 - Active - Day - (217),False,False,True,False,0.30000000000001137
91,203.35,211.92,bee,CF003 - Active - Day - (217),False,False,True,False,8.569999999999993
92,211.93,212.14,nobee,CF003 - Active - Day - (217),False,False,True,False,0.20999999999997954
93,212.15,215.8,bee,CF003 - Active - Day - (217),False,False,True,False,3.6500000000000057
94,215.81,216.06,nobee,CF003 - Active - Day - (217),False,False,True,False,0.25
95,216.07,218.7,bee,CF003 - Active - Day - (217),False,False,True,False,2.6299999999999955
96,218.71,218.92,nobee,CF003 - Active - Day - (217),False,False,True,False,0.20999999999997954
97,218.93,224.32,bee,CF003 - Active - Day - (217),False,False,True,False,5.389999999999986
98,224.33,224.65,nobee,CF003 - Active - Day - (217),False,False,True,False,0.3199999999999932
99,224.66,241.48,bee,CF003 - Active - Day - (217),False,False,True,False,16.819999999999993
100,241.49,242.06,nobee,CF003 - Active - Day - (217),False,False,True,False,0.5699999999999932
101,242.07,248.3,bee,CF003 - Active - Day - (217),False,False,True,False,6.230000000000018
102,248.31,248.57,nobee,CF003 - Active - Day - (217),False,False,True,False,0.2599999999999909
103,248.58,251.2,bee,CF003 - Active - Day - (217),False,False,True,False,2.619999999999976
104,251.21,251.49,nobee,CF003 - Active - Day - (217),False,False,True,False,0.28000000000000114
105,251.5,281.46,bee,CF003 - Active - Day - (217),False,False,True,False,29.95999999999998
106,281.47,281.47,nobee,CF003 - Active - Day - (217),False,False,True,False,0.0
107,281.48,281.49,bee,CF003 - Active - Day - (217),False,False,True,False,0.009999999999990905
108,281.5,306.75,nobee,CF003 - Active - Day - (217),False,False,True,False,25.25
111,0.0,43.57,bee,CF003 - Active - Day - (218),False,False,True,False,43.57
112,43.58,43.99,nobee,CF003 - Active - Day - (218),False,False,True,False,0.4100000000000037
113,44.0,176.06,bee,CF003 - Active - Day - (218),False,False,True,False,132.06
114,176.07,179.83,nobee,CF003 - Active - Day - (218),False,False,True,False,3.7600000000000193
115,179.84,180.34,bee,CF003 - Active - Day - (218),False,False,True,False,0.5
116,180.35,181.02,nobee,CF003 - Active - Day - (218),False,False,True,False,0.6700000000000159
117,181.03,185.59,bee,CF003 - Active - Day - (218),False,False,True,False,4.560000000000002
118,185.6,187.97,nobee,CF003 - Active - Day - (218),False,False,True,False,2.3700000000000045
119,187.98,252.02,bee,CF003 - Active - Day - (218),False,False,True,False,64.04000000000002
120,252.03,254.22,nobee,CF003 - Active - Day - (218),False,False,True,False,2.1899999999999977
121,254.23,273.86,bee,CF003 - Active - Day - (218),False,False,True,False,19.630000000000024
122,273.87,277.63,nobee,CF003 - Active - Day - (218),False,False,True,False,3.759999999999991
123,277.64,300.0,bee,CF003 - Active - Day - (218),False,False,True,False,22.360000000000014
126,0.0,4.76,bee,CF003 - Active - Day - (219),False,False,True,False,4.76
127,4.77,5.5,nobee,CF003 - Active - Day - (219),False,False,True,False,0.7300000000000004
128,5.51,16.57,bee,CF003 - Active - Day - (219),False,False,True,False,11.06
129,16.58,17.1,nobee,CF003 - Active - Day - (219),False,False,True,False,0.5200000000000031
130,17.11,42.45,bee,CF003 - Active - Day - (219),False,False,True,False,25.340000000000003
131,42.46,42.88,nobee,CF003 - Active - Day - (219),False,False,True,False,0.4200000000000017
132,42.89,51.61,bee,CF003 - Active - Day - (219),False,False,True,False,8.719999999999999
133,51.62,52.0,nobee,CF003 - Active - Day - (219),False,False,True,False,0.38000000000000256
134,52.01,59.32,bee,CF003 - Active - Day - (219),False,False,True,False,7.310000000000002
135,59.33,59.84,nobee,CF003 - Active - Day - (219),False,False,True,False,0.5100000000000051
136,59.85,61.78,bee,CF003 - Active - Day - (219),False,False,True,False,1.9299999999999997
137,61.79,62.14,nobee,CF003 - Active - Day - (219),False,False,True,False,0.3500000000000014
138,62.15,66.31,bee,CF003 - Active - Day - (219),False,False,True,False,4.160000000000004
139,66.32,67.01,nobee,CF003 - Active - Day - (219),False,False,True,False,0.6900000000000119
140,67.02,75.01,bee,CF003 - Active - Day - (219),False,False,True,False,7.990000000000009
141,75.02,75.93,nobee,CF003 - Active - Day - (219),False,False,True,False,0.9100000000000108
142,75.94,90.97,bee,CF003 - Active - Day - (219),False,False,True,False,15.030000000000001
143,90.98,91.22,nobee,CF003 - Active - Day - (219),False,False,True,False,0.23999999999999488
144,91.23,98.49,bee,CF003 - Active - Day - (219),False,False,True,False,7.259999999999991
145,98.5,98.99,nobee,CF003 - Active - Day - (219),False,False,True,False,0.4899999999999949
146,99.0,106.43,bee,CF003 - Active - Day - (219),False,False,True,False,7.430000000000007
147,106.44,106.81,nobee,CF003 - Active - Day - (219),False,False,True,False,0.37000000000000455
148,106.82,115.6,bee,CF003 - Active - Day - (219),False,False,True,False,8.780000000000001
149,115.61,116.17,nobee,CF003 - Active - Day - (219),False,False,True,False,0.5600000000000023
150,116.18,140.53,bee,CF003 - Active - Day - (219),False,False,True,False,24.349999999999994
151,140.54,140.99,nobee,CF003 - Active - Day - (219),False,False,True,False,0.45000000000001705
152,141.0,150.39,bee,CF003 - Active - Day - (219),False,False,True,False,9.389999999999986
153,150.4,150.99,nobee,CF003 - Active - Day - (219),False,False,True,False,0.5900000000000034
154,151.0,154.95,bee,CF003 - Active - Day - (219),False,False,True,False,3.9499999999999886
155,154.96,155.52,nobee,CF003 - Active - Day - (219),False,False,True,False,0.5600000000000023
156,155.53,158.12,bee,CF003 - Active - Day - (219),False,False,True,False,2.5900000000000034
157,158.13,158.55,nobee,CF003 - Active - Day - (219),False,False,True,False,0.4200000000000159
158,158.56,161.78,bee,CF003 - Active - Day - (219),False,False,True,False,3.219999999999999
159,161.79,162.9,nobee,CF003 - Active - Day - (219),False,False,True,False,1.1100000000000136
160,162.91,171.98,bee,CF003 - Active - Day - (219),False,False,True,False,9.069999999999993
161,171.99,173.0,nobee,CF003 - Active - Day - (219),False,False,True,False,1.009999999999991
162,173.01,178.7,bee,CF003 - Active - Day - (219),False,False,True,False,5.689999999999998
163,178.71,179.3,nobee,CF003 - Active - Day - (219),False,False,True,False,0.5900000000000034
164,179.31,186.33,bee,CF003 - Active - Day - (219),False,False,True,False,7.02000000000001
165,186.34,186.76,nobee,CF003 - Active - Day - (219),False,False,True,False,0.4199999999999875
166,186.77,187.44,bee,CF003 - Active - Day - (219),False,False,True,False,0.6699999999999875
167,187.45,187.91,nobee,CF003 - Active - Day - (219),False,False,True,False,0.46000000000000796
168,187.92,192.5,bee,CF003 - Active - Day - (219),False,False,True,False,4.5800000000000125
169,192.51,192.99,nobee,CF003 - Active - Day - (219),False,False,True,False,0.4800000000000182
170,193.0,199.98,bee,CF003 - Active - Day - (219),False,False,True,False,6.97999999999999
171,199.99,200.62,nobee,CF003 - Active - Day - (219),False,False,True,False,0.6299999999999955
172,200.63,204.72,bee,CF003 - Active - Day - (219),False,False,True,False,4.090000000000003
173,204.73,205.46,nobee,CF003 - Active - Day - (219),False,False,True,False,0.7300000000000182
174,205.47,207.99,bee,CF003 - Active - Day - (219),False,False,True,False,2.5200000000000102
175,208.0,208.49,nobee,CF003 - Active - Day - (219),False,False,True,False,0.4900000000000091
176,208.5,217.22,bee,CF003 - Active - Day - (219),False,False,True,False,8.719999999999999
177,217.23,217.69,nobee,CF003 - Active - Day - (219),False,False,True,False,0.46000000000000796
178,217.7,235.02,bee,CF003 - Active - Day - (219),False,False,True,False,17.32000000000002
179,235.03,235.55,nobee,CF003 - Active - Day - (219),False,False,True,False,0.5200000000000102
180,235.56,241.99,bee,CF003 - Active - Day - (219),False,False,True,False,6.430000000000007
181,242.0,242.45,nobee,CF003 - Active - Day - (219),False,False,True,False,0.44999999999998863
182,242.46,251.78,bee,CF003 - Active - Day - (219),False,False,True,False,9.319999999999993
183,251.79,252.17,nobee,CF003 - Active - Day - (219),False,False,True,False,0.37999999999999545
184,252.18,257.98,bee,CF003 - Active - Day - (219),False,False,True,False,5.800000000000011
185,257.99,258.47,nobee,CF003 - Active - Day - (219),False,False,True,False,0.4800000000000182
186,258.48,267.34,bee,CF003 - Active - Day - (219),False,False,True,False,8.859999999999957
187,267.35,267.7,nobee,CF003 - Active - Day - (219),False,False,True,False,0.3499999999999659
188,267.71,273.09,bee,CF003 - Active - Day - (219),False,False,True,False,5.3799999999999955
189,273.1,273.76,nobee,CF003 - Active - Day - (219),False,False,True,False,0.6599999999999682
190,273.77,279.6,bee,CF003 - Active - Day - (219),False,False,True,False,5.830000000000041
191,279.61,280.31,nobee,CF003 - Active - Day - (219),False,False,True,False,0.6999999999999886
192,280.32,286.5,bee,CF003 - Active - Day - (219),False,False,True,False,6.180000000000007
193,286.51,287.07,nobee,CF003 - Active - Day - (219),False,False,True,False,0.5600000000000023
194,287.08,300.0,bee,CF003 - Active - Day - (219),False,False,True,False,12.920000000000016
197,0.0,300.0,bee,CF003 - Active - Day - (220),False,False,True,False,300.0
200,0.0,176.02,bee,CF003 - Active - Day - (221),False,False,True,False,176.02
201,176.03,179.93,nobee,CF003 - Active - Day - (221),False,False,True,False,3.9000000000000057
202,179.94,300.0,bee,CF003 - Active - Day - (221),False,False,True,False,120.06
205,0.0,300.0,bee,CF003 - Active - Day - (222),False,False,True,False,300.0
208,0.0,8.0,bee,CF003 - Active - Day - (223),False,False,True,False,8.0
209,8.01,15.05,nobee,CF003 - Active - Day - (223),False,False,True,False,7.040000000000001
210,15.06,300.0,bee,CF003 - Active - Day - (223),False,False,True,False,284.94
213,0.0,177.48,bee,CF003 - Active - Day - (224),False,False,True,False,177.48
214,177.49,177.95,nobee,CF003 - Active - Day - (224),False,False,True,False,0.45999999999997954
215,177.96,274.48,bee,CF003 - Active - Day - (224),False,False,True,False,96.52000000000001
216,274.49,275.24,nobee,CF003 - Active - Day - (224),False,False,True,False,0.75
217,275.25,300.0,bee,CF003 - Active - Day - (224),False,False,True,False,24.75
220,0.0,300.0,bee,CF003 - Active - Day - (225),False,False,True,False,300.0
223,0.0,62.49,bee,CF003 - Active - Day - (226),False,False,True,False,62.49
224,62.5,69.97,nobee,CF003 - Active - Day - (226),False,False,True,False,7.469999999999999
225,69.98,300.0,bee,CF003 - Active - Day - (226),False,False,True,False,230.01999999999998
228,0.0,22.46,bee,CF003 - Active - Day - (227),False,False,True,False,22.46
229,22.47,29.99,nobee,CF003 - Active - Day - (227),False,False,True,False,7.52
230,30.0,36.56,bee,CF003 - Active - Day - (227),False,False,True,False,6.560000000000002
231,36.57,55.03,nobee,CF003 - Active - Day - (227),False,False,True,False,18.46
232,55.04,179.4,bee,CF003 - Active - Day - (227),False,False,True,False,124.36000000000001
233,179.41,193.24,nobee,CF003 - Active - Day - (227),False,False,True,False,13.830000000000013
234,193.25,203.5,bee,CF003 - Active - Day - (227),False,False,True,False,10.25
235,203.51,207.97,nobee,CF003 - Active - Day - (227),False,False,True,False,4.460000000000008
236,207.98,230.42,bee,CF003 - Active - Day - (227),False,False,True,False,22.439999999999998
237,230.43,231.38,nobee,CF003 - Active - Day - (227),False,False,True,False,0.9499999999999886
238,231.39,300.0,bee,CF003 - Active - Day - (227),False,False,True,False,68.61000000000001
241,0.0,2.3,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.3
242,2.31,7.68,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,5.369999999999999
243,7.69,13.77,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,6.079999999999999
244,13.78,19.5,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,5.720000000000001
245,19.51,23.49,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.979999999999997
246,23.5,25.32,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.8200000000000003
247,25.33,32.68,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,7.350000000000001
248,32.69,35.28,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.5900000000000034
249,35.29,45.27,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,9.980000000000004
250,45.28,51.89,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,6.609999999999999
251,51.9,59.33,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,7.43
252,59.34,62.41,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.069999999999993
253,62.42,69.78,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,7.359999999999999
254,69.79,71.7,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.9099999999999966
255,71.71,79.8,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,8.090000000000003
256,79.81,81.69,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.8799999999999955
257,81.7,89.08,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,7.3799999999999955
258,89.09,92.0,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.9099999999999966
259,92.01,97.79,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,5.780000000000001
260,97.8,105.8,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,8.0
261,105.81,109.48,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.6700000000000017
262,109.49,113.3,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.8100000000000023
263,113.31,114.78,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.4699999999999989
264,114.79,117.51,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.719999999999999
265,117.52,119.78,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.260000000000005
266,119.79,120.89,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.0999999999999943
267,120.9,126.0,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,5.099999999999994
268,126.01,127.5,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.4899999999999949
269,127.51,129.3,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.7900000000000063
270,129.31,129.58,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.27000000000001023
271,129.59,131.87,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.280000000000001
272,131.88,132.8,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.9200000000000159
273,132.81,134.39,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.579999999999984
274,134.4,135.92,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.5199999999999818
275,135.93,140.3,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,4.3700000000000045
276,140.31,140.53,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.21999999999999886
277,140.54,141.51,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.9699999999999989
278,141.52,142.21,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.6899999999999977
279,142.22,150.38,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,8.159999999999997
280,150.39,151.21,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.8200000000000216
281,151.22,152.37,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.1500000000000057
282,152.38,153.19,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.8100000000000023
283,153.2,154.37,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.170000000000016
284,154.38,154.62,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.2400000000000091
285,154.63,155.39,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.7599999999999909
286,155.4,156.19,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.789999999999992
287,156.2,157.6,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.4000000000000057
288,157.61,157.8,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.18999999999999773
289,157.81,158.88,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.0699999999999932
290,158.89,159.69,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.8000000000000114
291,159.7,160.4,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.700000000000017
292,160.41,160.58,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.17000000000001592
293,160.59,163.87,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.280000000000001
294,163.88,164.2,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.3199999999999932
295,164.21,164.48,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.2699999999999818
296,164.49,164.7,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.20999999999997954
297,164.71,165.8,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.0900000000000034
298,165.81,166.45,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.6399999999999864
299,166.46,167.07,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.6099999999999852
300,167.08,169.55,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.469999999999999
301,169.56,170.54,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.9799999999999898
302,170.55,170.78,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.22999999999998977
303,170.79,173.56,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.7700000000000102
304,173.57,174.87,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.3000000000000114
305,174.88,176.69,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.8100000000000023
306,176.7,179.99,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.2900000000000205
307,180.0,182.48,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.4799999999999898
308,182.49,184.48,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.9899999999999807
309,184.49,186.48,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.9899999999999807
310,186.49,189.03,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.539999999999992
311,189.04,191.66,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.6200000000000045
312,191.67,194.01,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.3400000000000034
313,194.02,197.98,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.9599999999999795
314,197.99,201.49,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.5
315,201.5,204.99,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.490000000000009
316,205.0,206.95,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.9499999999999886
317,206.96,212.73,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,5.769999999999982
318,212.74,214.49,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.75
319,214.5,216.33,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.8300000000000125
320,216.34,217.99,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.6500000000000057
321,218.0,221.86,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.8600000000000136
322,221.87,222.23,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.3599999999999852
323,222.24,223.34,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.0999999999999943
324,223.35,223.61,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.2600000000000193
325,223.62,224.66,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.039999999999992
326,224.67,226.32,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.6500000000000057
327,226.33,228.3,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.9699999999999989
328,228.31,228.79,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.47999999999998977
329,228.8,230.65,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.8499999999999943
330,230.66,232.96,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.3000000000000114
331,232.97,243.98,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,11.009999999999991
332,243.99,246.0,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.009999999999991
333,246.01,250.52,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,4.510000000000019
334,250.53,253.03,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.5
335,253.04,258.51,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,5.469999999999999
336,258.52,262.26,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.740000000000009
337,262.27,266.25,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.980000000000018
