start,end,label,file name,missing queen,queen,active day,swarming,duration
242.6,242.95,nobee,CF003 - Active - Day - (216),False,False,True,False,0.3499999999999943
242.96,300.0,bee,CF003 - Active - Day - (216),False,False,True,False,57.03999999999999
0.0,12.42,bee,CF003 - Active - Day - (217),False,False,True,False,12.42
12.43,12.88,nobee,CF003 - Active - Day - (217),False,False,True,False,0.45000000000000107
12.89,18.56,bee,CF003 - Active - Day - (217),False,False,True,False,5.669999999999998
18.57,19.1,nobee,CF003 - Active - Day - (217),False,False,True,False,0.5300000000000011
19.11,23.23,bee,CF003 - Active - Day - (217),False,False,True,False,4.120000000000001
23.24,29.34,nobee,CF003 - Active - Day - (217),False,False,True,False,6.100000000000001
29.35,37.46,bee,CF003 - Active - Day - (217),False,False,True,False,8.11
37.47,38.07,nobee,CF003 - Active - Day - (217),False,False,True,False,0.6000000000000014
38.08,84.59,bee,CF003 - Active - Day - (217),False,False,True,False,46.510000000000005
84.6,85.13,nobee,CF003 - Active - Day - (217),False,False,True,False,0.5300000000000011
85.14,103.57,bee,CF003 - Active - Day - (217),False,False,True,False,18.429999999999993
103.58,103.98,nobee,CF003 - Active - Day - (217),False,False,True,False,0.4000000000000057
103.99,104.62,bee,CF003 - Active - Day - (217),False,False,True,False,0.6300000000000097
104.63,104.88,nobee,CF003 - Active - Day - (217),False,False,True,False,0.25
104.89,111.57,bee,CF003 - Active - Day - (217),False,False,True,False,6.679999999999993
111.58,112.07,nobee,CF003 - Active - Day - (217),False,False,True,False,0.4899999999999949
112.08,112.79,bee,CF003 - Active - Day - (217),False,False,True,False,0.710000000000008
112.8,113.21,nobee,CF003 - Active - Day - (217),False,False,True,False,0.4099999999999966
113.22,135.55,bee,CF003 - Active - Day - (217),False,False,True,False,22.330000000000013
135.56,140.19,nobee,CF003 - Active - Day - (217),False,False,True,False,4.6299999999999955
140.2,203.03,bee,CF003 - Active - Day - (217),False,False,True,False,62.83000000000001
203.04,203.34,nobee,CF003 - Active - Day - (217),False,False,True,False,0.30000000000001137
203.35,211.92,bee,CF003 - Active - Day - (217),False,False,True,False,8.569999999999993
211.93,212.14,nobee,CF003 - Active - Day - (217),False,False,True,False,0.20999999999997954
212.15,215.8,bee,CF003 - Active - Day - (217),False,False,True,False,3.6500000000000057
215.81,216.06,nobee,CF003 - Active - Day - (217),False,False,True,False,0.25
216.07,218.7,bee,CF003 - Active - Day - (217),False,False,True,False,2.6299999999999955
218.71,218.92,nobee,CF003 - Active - Day - (217),False,False,True,False,0.20999999999997954
218.93,224.32,bee,CF003 - Active - Day - (217),False,False,True,False,5.389999999999986
224.33,224.65,nobee,CF003 - Active - Day - (217),False,False,True,False,0.3199999999999932
224.66,241.48,bee,CF003 - Active - Day - (217),False,False,True,False,16.819999999999993
241.49,242.06,nobee,CF003 - Active - Day - (217),False,False,True,False,0.5699999999999932
242.07,248.3,bee,CF003 - Active - Day - (217),False,False,True,False,6.230000000000018
248.31,248.57,nobee,CF003 - Active - Day - (217),False,False,True,False,0.2599999999999909
248.58,251.2,bee,CF003 - Active - Day - (217),False,False,True,False,2.619999999999976
251.21,251.49,nobee,CF003 - Active - Day - (217),False,False,True,False,0.28000000000000114
251.5,281.46,bee,CF003 - Active - Day - (217),False,False,True,False,29.95999999999998
281.47,281.47,nobee,CF003 - Active - Day - (217),False,False,True,False,0.0
281.48,281.49,bee,CF003 - Active - Day - (217),False,False,True,False,0.009999999999990905
281.5,306.75,nobee,CF003 - Active - Day - (217),False,False,True,False,25.25
0.0,43.57,bee,CF003 - Active - Day - (218),False,False,True,False,43.57
43.58,43.99,nobee,CF003 - Active - Day - (218),False,False,True,False,0.4100000000000037
44.0,176.06,bee,CF003 - Active - Day - (218),False,False,True,False,132.06
176.07,179.83,nobee,CF003 - Active - Day - (218),False,False,True,False,3.7600000000000193
179.84,180.34,bee,CF003 - Active - Day - (218),False,False,True,False,0.5
180.35,181.02,nobee,CF003 - Active - Day - (218),False,False,True,False,0.6700000000000159
181.03,185.59,bee,CF003 - Active - Day - (218),False,False,True,False,4.560000000000002
185.6,187.97,nobee,CF003 - Active - Day - (218),False,False,True,False,2.3700000000000045
187.98,252.02,bee,CF003 - Active - Day - (218),False,False,True,False,64.04000000000002
252.03,254.22,nobee,CF003 - Active - Day - (218),False,False,True,False,2.1899999999999977
254.23,273.86,bee,CF003 - Active - Day - (218),False,False,True,False,19.630000000000024
273.87,277.63,nobee,CF003 - Active - Day - (218),False,False,True,False,3.759999999999991
277.64,300.0,bee,CF003 - Active - Day - (218),False,False,True,False,22.360000000000014
0.0,4.76,bee,CF003 - Active - Day - (219),False,False,True,False,4.76
4.77,5.5,nobee,CF003 - Active - Day - (219),False,False,True,False,0.7300000000000004
5.51,16.57,bee,CF003 - Active - Day - (219),False,False,True,False,11.06
16.58,17.1,nobee,CF003 - Active - Day - (219),False,False,True,False,0.5200000000000031
17.11,42.45,bee,CF003 - Active - Day - (219),False,False,True,False,25.340000000000003
42.46,42.88,nobee,CF003 - Active - Day - (219),False,False,True,False,0.4200000000000017
42.89,51.61,bee,CF003 - Active - Day - (219),False,False,True,False,8.719999999999999
51.62,52.0,nobee,CF003 - Active - Day - (219),False,False,True,False,0.38000000000000256
52.01,59.32,bee,CF003 - Active - Day - (219),False,False,True,False,7.310000000000002
59.33,59.84,nobee,CF003 - Active - Day - (219),False,False,True,False,0.5100000000000051
59.85,61.78,bee,CF003 - Active - Day - (219),False,False,True,False,1.9299999999999997
61.79,62.14,nobee,CF003 - Active - Day - (219),False,False,True,False,0.3500000000000014
62.15,66.31,bee,CF003 - Active - Day - (219),False,False,True,False,4.160000000000004
66.32,67.01,nobee,CF003 - Active - Day - (219),False,False,True,False,0.6900000000000119
67.02,75.01,bee,CF003 - Active - Day - (219),False,False,True,False,7.990000000000009
75.02,75.93,nobee,CF003 - Active - Day - (219),False,False,True,False,0.9100000000000108
75.94,90.97,bee,CF003 - Active - Day - (219),False,False,True,False,15.030000000000001
90.98,91.22,nobee,CF003 - Active - Day - (219),False,False,True,False,0.23999999999999488
91.23,98.49,bee,CF003 - Active - Day - (219),False,False,True,False,7.259999999999991
98.5,98.99,nobee,CF003 - Active - Day - (219),False,False,True,False,0.4899999999999949
99.0,106.43,bee,CF003 - Active - Day - (219),False,False,True,False,7.430000000000007
106.44,106.81,nobee,CF003 - Active - Day - (219),False,False,True,False,0.37000000000000455
106.82,115.6,bee,CF003 - Active - Day - (219),False,False,True,False,8.780000000000001
115.61,116.17,nobee,CF003 - Active - Day - (219),False,False,True,False,0.5600000000000023
116.18,140.53,bee,CF003 - Active - Day - (219),False,False,True,False,24.349999999999994
140.54,140.99,nobee,CF003 - Active - Day - (219),False,False,True,False,0.45000000000001705
141.0,150.39,bee,CF003 - Active - Day - (219),False,False,True,False,9.389999999999986
150.4,150.99,nobee,CF003 - Active - Day - (219),False,False,True,False,0.5900000000000034
151.0,154.95,bee,CF003 - Active - Day - (219),False,False,True,False,3.9499999999999886
154.96,155.52,nobee,CF003 - Active - Day - (219),False,False,True,False,0.5600000000000023
155.53,158.12,bee,CF003 - Active - Day - (219),False,False,True,False,2.5900000000000034
158.13,158.55,nobee,CF003 - Active - Day - (219),False,False,True,False,0.4200000000000159
158.56,161.78,bee,CF003 - Active - Day - (219),False,False,True,False,3.219999999999999
161.79,162.9,nobee,CF003 - Active - Day - (219),False,False,True,False,1.1100000000000136
162.91,171.98,bee,CF003 - Active - Day - (219),False,False,True,False,9.069999999999993
171.99,173.0,nobee,CF003 - Active - Day - (219),False,False,True,False,1.009999999999991
173.01,178.7,bee,CF003 - Active - Day - (219),False,False,True,False,5.689999999999998
178.71,179.3,nobee,CF003 - Active - Day - (219),False,False,True,False,0.5900000000000034
179.31,186.33,bee,CF003 - Active - Day - (219),False,False,True,False,7.02000000000001
186.34,186.76,nobee,CF003 - Active - Day - (219),False,False,True,False,0.4199999999999875
186.77,187.44,bee,CF003 - Active - Day - (219),False,False,True,False,0.6699999999999875
187.45,187.91,nobee,CF003 - Active - Day - (219),False,False,True,False,0.46000000000000796
187.92,192.5,bee,CF003 - Active - Day - (219),False,False,True,False,4.5800000000000125
192.51,192.99,nobee,CF003 - Active - Day - (219),False,False,True,False,0.4800000000000182
193.0,199.98,bee,CF003 - Active - Day - (219),False,False,True,False,6.97999999999999
199.99,200.62,nobee,CF003 - Active - Day - (219),False,False,True,False,0.6299999999999955
200.63,204.72,bee,CF003 - Active - Day - (219),False,False,True,False,4.090000000000003
204.73,205.46,nobee,CF003 - Active - Day - (219),False,False,True,False,0.7300000000000182
205.47,207.99,bee,CF003 - Active - Day - (219),False,False,True,False,2.5200000000000102
208.0,208.49,nobee,CF003 - Active - Day - (219),False,False,True,False,0.4900000000000091
208.5,217.22,bee,CF003 - Active - Day - (219),False,False,True,False,8.719999999999999
217.23,217.69,nobee,CF003 - Active - Day - (219),False,False,True,False,0.46000000000000796
217.7,235.02,bee,CF003 - Active - Day - (219),False,False,True,False,17.32000000000002
235.03,235.55,nobee,CF003 - Active - Day - (219),False,False,True,False,0.5200000000000102
235.56,241.99,bee,CF003 - Active - Day - (219),False,False,True,False,6.430000000000007
242.0,242.45,nobee,CF003 - Active - Day - (219),False,False,True,False,0.44999999999998863
242.46,251.78,bee,CF003 - Active - Day - (219),False,False,True,False,9.319999999999993
251.79,252.17,nobee,CF003 - Active - Day - (219),False,False,True,False,0.37999999999999545
252.18,257.98,bee,CF003 - Active - Day - (219),False,False,True,False,5.800000000000011
257.99,258.47,nobee,CF003 - Active - Day - (219),False,False,True,False,0.4800000000000182
258.48,267.34,bee,CF003 - Active - Day - (219),False,False,True,False,8.859999999999957
267.35,267.7,nobee,CF003 - Active - Day - (219),False,False,True,False,0.3499999999999659
267.71,273.09,bee,CF003 - Active - Day - (219),False,False,True,False,5.3799999999999955
273.1,273.76,nobee,CF003 - Active - Day - (219),False,False,True,False,0.6599999999999682
273.77,279.6,bee,CF003 - Active - Day - (219),False,False,True,False,5.830000000000041
279.61,280.31,nobee,CF003 - Active - Day - (219),False,False,True,False,0.6999999999999886
280.32,286.5,bee,CF003 - Active - Day - (219),False,False,True,False,6.180000000000007
286.51,287.07,nobee,CF003 - Active - Day - (219),False,False,True,False,0.5600000000000023
287.08,300.0,bee,CF003 - Active - Day - (219),False,False,True,False,12.920000000000016
0.0,300.0,bee,CF003 - Active - Day - (220),False,False,True,False,300.0
0.0,176.02,bee,CF003 - Active - Day - (221),False,False,True,False,176.02
176.03,179.93,nobee,CF003 - Active - Day - (221),False,False,True,False,3.9000000000000057
179.94,300.0,bee,CF003 - Active - Day - (221),False,False,True,False,120.06
0.0,300.0,bee,CF003 - Active - Day - (222),False,False,True,False,300.0
0.0,8.0,bee,CF003 - Active - Day - (223),False,False,True,False,8.0
8.01,15.05,nobee,CF003 - Active - Day - (223),False,False,True,False,7.040000000000001
15.06,300.0,bee,CF003 - Active - Day - (223),False,False,True,False,284.94
0.0,177.48,bee,CF003 - Active - Day - (224),False,False,True,False,177.48
177.49,177.95,nobee,CF003 - Active - Day - (224),False,False,True,False,0.45999999999997954
177.96,274.48,bee,CF003 - Active - Day - (224),False,False,True,False,96.52000000000001
274.49,275.24,nobee,CF003 - Active - Day - (224),False,False,True,False,0.75
275.25,300.0,bee,CF003 - Active - Day - (224),False,False,True,False,24.75
0.0,300.0,bee,CF003 - Active - Day - (225),False,False,True,False,300.0
0.0,62.49,bee,CF003 - Active - Day - (226),False,False,True,False,62.49
62.5,69.97,nobee,CF003 - Active - Day - (226),False,False,True,False,7.469999999999999
69.98,300.0,bee,CF003 - Active - Day - (226),False,False,True,False,230.01999999999998
0.0,22.46,bee,CF003 - Active - Day - (227),False,False,True,False,22.46
22.47,29.99,nobee,CF003 - Active - Day - (227),False,False,True,False,7.52
30.0,36.56,bee,CF003 - Active - Day - (227),False,False,True,False,6.560000000000002
36.57,55.03,nobee,CF003 - Active - Day - (227),False,False,True,False,18.46
55.04,179.4,bee,CF003 - Active - Day - (227),False,False,True,False,124.36000000000001
179.41,193.24,nobee,CF003 - Active - Day - (227),False,False,True,False,13.830000000000013
193.25,203.5,bee,CF003 - Active - Day - (227),False,False,True,False,10.25
203.51,207.97,nobee,CF003 - Active - Day - (227),False,False,True,False,4.460000000000008
207.98,230.42,bee,CF003 - Active - Day - (227),False,False,True,False,22.439999999999998
230.43,231.38,nobee,CF003 - Active - Day - (227),False,False,True,False,0.9499999999999886
231.39,300.0,bee,CF003 - Active - Day - (227),False,False,True,False,68.61000000000001
0.0,2.3,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.3
2.31,7.68,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,5.369999999999999
7.69,13.77,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,6.079999999999999
13.78,19.5,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,5.720000000000001
19.51,23.49,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.979999999999997
23.5,25.32,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.8200000000000003
25.33,32.68,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,7.350000000000001
32.69,35.28,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.5900000000000034
35.29,45.27,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,9.980000000000004
45.28,51.89,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,6.609999999999999
51.9,59.33,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,7.43
59.34,62.41,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.069999999999993
62.42,69.78,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,7.359999999999999
69.79,71.7,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.9099999999999966
71.71,79.8,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,8.090000000000003
79.81,81.69,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.8799999999999955
81.7,89.08,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,7.3799999999999955
89.09,92.0,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.9099999999999966
92.01,97.79,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,5.780000000000001
97.8,105.8,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,8.0
105.81,109.48,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.6700000000000017
109.49,113.3,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.8100000000000023
113.31,114.78,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.4699999999999989
114.79,117.51,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.719999999999999
117.52,119.78,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.260000000000005
119.79,120.89,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.0999999999999943
120.9,126.0,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,5.099999999999994
126.01,127.5,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.4899999999999949
127.51,129.3,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.7900000000000063
129.31,129.58,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.27000000000001023
129.59,131.87,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.280000000000001
131.88,132.8,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.9200000000000159
132.81,134.39,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.579999999999984
134.4,135.92,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.5199999999999818
135.93,140.3,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,4.3700000000000045
140.31,140.53,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.21999999999999886
140.54,141.51,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.9699999999999989
141.52,142.21,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.6899999999999977
142.22,150.38,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,8.159999999999997
150.39,151.21,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.8200000000000216
151.22,152.37,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.1500000000000057
152.38,153.19,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.8100000000000023
153.2,154.37,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.170000000000016
154.38,154.62,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.2400000000000091
154.63,155.39,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.7599999999999909
155.4,156.19,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.789999999999992
156.2,157.6,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.4000000000000057
157.61,157.8,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.18999999999999773
157.81,158.88,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.0699999999999932
158.89,159.69,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.8000000000000114
159.7,160.4,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.700000000000017
160.41,160.58,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.17000000000001592
160.59,163.87,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.280000000000001
163.88,164.2,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.3199999999999932
164.21,164.48,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.2699999999999818
164.49,164.7,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.20999999999997954
164.71,165.8,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.0900000000000034
165.81,166.45,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.6399999999999864
166.46,167.07,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.6099999999999852
167.08,169.55,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.469999999999999
169.56,170.54,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.9799999999999898
170.55,170.78,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.22999999999998977
170.79,173.56,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.7700000000000102
173.57,174.87,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.3000000000000114
174.88,176.69,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.8100000000000023
176.7,179.99,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.2900000000000205
180.0,182.48,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.4799999999999898
182.49,184.48,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.9899999999999807
184.49,186.48,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.9899999999999807
186.49,189.03,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.539999999999992
189.04,191.66,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.6200000000000045
191.67,194.01,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.3400000000000034
194.02,197.98,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.9599999999999795
197.99,201.49,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.5
201.5,204.99,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.490000000000009
205.0,206.95,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.9499999999999886
206.96,212.73,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,5.769999999999982
212.74,214.49,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.75
214.5,216.33,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.8300000000000125
216.34,217.99,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.6500000000000057
218.0,221.86,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.8600000000000136
221.87,222.23,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.3599999999999852
222.24,223.34,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.0999999999999943
223.35,223.61,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.2600000000000193
223.62,224.66,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.039999999999992
224.67,226.32,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.6500000000000057
226.33,228.3,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.9699999999999989
228.31,228.79,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.47999999999998977
228.8,230.65,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.8499999999999943
230.66,232.96,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.3000000000000114
232.97,243.98,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,11.009999999999991
243.99,246.0,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.009999999999991
246.01,250.52,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,4.510000000000019
250.53,253.03,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.5
253.04,258.51,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,5.469999999999999
258.52,262.26,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.740000000000009
262.27,266.25,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.980000000000018
266.26,269.49,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.230000000000018
269.5,272.24,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.740000000000009
272.25,278.15,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,5.899999999999977
278.16,281.33,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.169999999999959
281.34,283.31,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,1.9700000000000273
283.32,287.5,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,4.180000000000007
287.51,290.99,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.480000000000018
291.0,294.02,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,3.019999999999982
294.03,296.98,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.9500000000000455
296.99,299.41,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,2.420000000000016
299.42,299.97,nobee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.5500000000000114
299.98,300.0,bee,CJ001 - Missing Queen - Day -  (100),True,False,False,False,0.01999999999998181
0.0,95.01,bee,CJ001 - Missing Queen - Day -  (101),True,False,False,False,95.01
